tweet,date,tagged,keywords,events,selected
Procès #Magnotta reprend. La biologiste judiciaire Jacinthe Prévost explique preuves d'ADN retrouvées sur scènes de crime.,10/14/2014,Procès_NPP #Magnotta_NPP reprend_V La_DET biologiste_NC judiciaire_ADJ Jacinthe_NPP Prévost_NPP explique_V preuves_N d'ADN_ET retrouvées_VPP sur_P scènes_NC de_P crime_NC,Procès reprend biologiste judiciaire Jacinthe Prévost explique retrouvées scènes crime,-,
Pause de 20 minutes au procès #Magnotta.,10/14/2014,Pause_N de_P 20_DET minutes_NC au_P procès_NC #Magnotta_NPP,minutes procès,-,
"Prévost explique ce qu'elle a trouvé sur des vêtements. Sur chandail mauve, par ex., il y a le sperme de #Magnotta + sang de Lin Jun.",10/14/2014,Prévost_NPP explique_V ce_DET qu'elle_NC a_V trouvé_VPP sur_P des_DET vêtements_NC Sur_P chandail_NC mauve_V par_P ex_ET il_CL y_CL a_V le_DET sperme_NC de_P #Magnotta_NPP +_P sang_N de_P Lin_N Jun_N,Prévost explique qu'elle trouvé vêtements chandail mauve sperme,-,
"Tests pour détecter présence de sperme dans le corps de la victime sont non concluants, dit Prévost. Pas exclu, mais pas prouvé. #Magnotta",10/14/2014,Tests_N pour_P détecter_VINF présence_NC de_P sperme_NC dans_P le_DET corps_NC de_P la_DET victime_NC sont_V non_ADV concluants_ADJ dit_V Prévost_NPP Pas_ADV exclu_VPP mais_CC pas_ADV prouvé_VPP #Magnotta_NPP,détecter présence sperme corps victime sont concluants dit Prévost exclu prouvé,-,
Prévost poursuit son témoignage en décrivant ce qu'elle a trouvé sur d'autres items retrouvés sur la scène du crime. #Magnotta,10/14/2014,Prévost_NPP poursuit_V son_DET témoignage_NC en_P décrivant_VPR ce_DET qu'elle_NC a_V trouvé_VPP sur_P d'autres_NC items_ADJ retrouvés_VPP sur_P la_DET scène_NC du_P crime_NC #Magnotta_NPP,Prévost poursuit témoignage qu'elle trouvé d'autres items retrouvés scène crime,-,
"Le couvre-matelas retrouvé dans appart. de #Magnotta contenait sang correspondant au profil génétique de Lin Jun, confirme Prévost.",10/14/2014,Le_DET couvre-matelas_NC retrouvé_VPP dans_P appart_N de_P #Magnotta_N contenait_V sang_NC correspondant_VPR au_P profil_NC génétique_ADJ de_P Lin_NPP Jun_NPP confirme_V Prévost_NPP,couvre-matelas retrouvé contenait sang profil génétique Lin Jun confirme Prévost,-,
Procès #Magnotta reprend avec témoignage de biologiste judiciaire Jacynthe Prévost.,10/14/2014,Procès_NPP #Magnotta_NPP reprend_V avec_P témoignage_NC de_P biologiste_NC judiciaire_ADJ Jacynthe_NPP Prévost_NPP,Procès reprend témoignage biologiste judiciaire Jacynthe Prévost,-,
Pause du midi au procès #Magnotta,10/14/2014,Pause_NC du_P midi_NC au_P procès_NC #Magnotta_NPP,Pause midi procès,-,
"Luminol a révélé d'autres traces de sang dans l'appartement, près du lit, derrière divan, dans le bain, notamment, dit Prévost. #Magnotta",10/14/2014,Luminol_NPP a_V révélé_VPP d'autres_DET traces_NC de_P sang_NC dans_P l'appartement_ADV près_P du_P lit_NC derrière_P divan_NC dans_P le_DET bain_NC notamment_ADV dit_V Prévost_NPP #Magnotta_NPP,Luminol révélé traces sang lit divan bain dit Prévost,-,
"Après avoir parcouru appartement en photos, Prévost parle de son travail avec le luminol, qui agit comme révélateur de sang #Magnotta",10/14/2014,Après_P avoir_VINF parcouru_VPP appartement_NC en_P photos_NC Prévost_NPP parle_V de_P son_DET travail_NC avec_P le_DET luminol_NC qui_PROREL agit_V comme_P révélateur_NC de_P sang_NC #Magnotta_NPP,avoir parcouru appartement photos Prévost parle travail luminol agit révélateur sang,-,
"Prévost est d'avis que le matelas a été retourné, comme s'il y avait eu ""tentative de camouflage""#Magnotta",10/14/2014,Prévost_NPP est_V d'avis_VPP que_CS le_DET matelas_NC a_V été_VPP retourné_VPP comme_P s_ET '_ET il_CL y_CL avait_V eu_VPP tentative_NC de_P camouflage_NC #Magnotta_NPP,Prévost est d'avis matelas été retourné avait eu tentative camouflage,-,
"Il y a eu ""énormément""de sang sur le matelas, estime Prévost. Sang apparent ""de bord en bord""du matelas, précise-t-elle. #Magnotta",10/14/2014,Il_CLS y_CLO a_V eu_VPP énormémentde_NC sang_NC sur_P le_DET matelas_NC estime_V Prévost_DET Sang_N apparent_ADJ de_P bord_NC en_P borddu_NC matelas_NC précise-t-elle_ADJ #Magnotta_NPP,eu énormémentde sang matelas estime apparent bord borddu précise-t-elle,-,
"Lit de #Magnotta était couvert d'un drap brun neuf, sous lequel se trouvait rideau de douche bourgogne, qui cachait du sang, dit Prévost.",10/14/2014,Lit_V de_P #Magnotta_NPP était_V couvert_VPP d'un_DET drap_NC brun_ADJ neuf_ADJ sous_P lequel_PROREL se_CLR trouvait_V rideau_N de_P douche_N bourgogne_ADJ qui_PROREL cachait_V du_P sang_NC dit_V Prévost_NPP,Lit était couvert drap brun neuf trouvait bourgogne cachait sang dit Prévost,-,
"Le sang de Lin Jun retrouvé sur calorifère semble indiquer que la source provenait du pied du lit, dit Prévost. #Magnotta",10/14/2014,Le_DET sang_NC de_P Lin_NC Jun_ADV retrouvé_VPP sur_P calorifère_NC semble_V indiquer_VINF que_CS la_DET source_NC provenait_V du_P pied_NC du_P lit_NC dit_V Prévost_NPP #Magnotta_NPP,sang Lin retrouvé calorifère semble indiquer source provenait pied lit dit Prévost,-,
"""D'innombrables""petites gouttes de sang retrouvées sur calorifère, dit Prévost. Une ""grande force""appliquée sur la source, donc. #Magnotta",10/14/2014,D'innombrablespetites_NPP gouttes_N de_P sang_N retrouvées_VPP sur_P calorifère_NC dit_V Prévost_DET Une_DET grande_ADJ forceappliquée_NC sur_P la_DET source_NC donc_ADV #Magnotta_NPP,D'innombrablespetites retrouvées calorifère dit grande forceappliquée source,-,
"Prévost explique que des gouttes de sang ""en mouvement""ont été trouvées près du lit. Décrit méticuleusement leur parcours. #Magnotta",10/14/2014,Prévost_NPP explique_V que_CS des_DET gouttes_N de_P sang_N en_P mouvementont_N été_VPP trouvées_VPP près_P du_P lit_NC Décrit_V méticuleusement_ADV leur_DET parcours_NC #Magnotta_NPP,Prévost explique été trouvées lit Décrit parcours,-,
Prévost décrit maintenant taches de sang de Lin Jun retrouvées dans la cuisine de l'appartement de #Magnotta.,10/14/2014,Prévost_NPP décrit_V maintenant_ADV taches_ADJ de_P sang_NC de_P Lin_NPP Jun_NPP retrouvées_VPP dans_P la_DET cuisine_NC de_P l'appartement_NC de_P #Magnotta_NPP,Prévost décrit taches sang Lin Jun retrouvées cuisine l'appartement,-,
Prévost décrit longuement les taches de sang de Lin Jun retrouvées dans la salle de bain de l'appartement de #Magnotta,10/14/2014,Prévost_NPP décrit_V longuement_ADV les_DET taches_NC de_P sang_NC de_P Lin_NPP Jun_NPP retrouvées_VPP dans_P la_DET salle_NC de_P bain_NC de_P l'appartement_NC de_P #Magnotta_NPP,Prévost décrit taches sang Lin Jun retrouvées salle bain l'appartement,-,
Prévost commente les photos prises dans l'appartement. Elle explique les endroits où du sang a été retrouvé. #Magnotta,10/14/2014,Prévost_NPP commente_V les_DET photos_NC prises_VPP dans_P l'appartement_ADV Elle_CLS explique_V les_DET endroits_NC où_PROREL du_P sang_NC a_V été_VPP retrouvé_VPP #Magnotta_NPP,Prévost commente photos prises explique endroits sang été retrouvé,-,
"Couronne présente des photos prises dans l'appartement où Lin Jun est mort, à la demande de Prévost #Magnotta",10/14/2014,Couronne_NPP présente_V des_DET photos_NC prises_VPP dans_P l'appartement_ADV où_PROREL Lin_ET Jun_ET est_V mort_VPP à_P la_DET demande_NC de_P Prévost_NPP #Magnotta_NPP,Couronne présente photos prises est mort demande Prévost,-,
Procès #Magnotta reprend avec la suite du témoignage de la biologiste judiciaire Jacynthe Prévost.,10/14/2014,Procès_NPP #Magnotta_NPP reprend_V avec_P la_DET suite_N du_P témoignage_NC de_P la_DET biologiste_NC judiciaire_ADJ Jacynthe_NPP Prévost_NPP,Procès reprend témoignage biologiste judiciaire Jacynthe Prévost,-,
Prévost explique avoir retrouvé profil génétique (ADN) de Jun Lin et #Magnotta (appelé individu 1 dans rapport) avec son travail.,10/14/2014,Prévost_NPP explique_V avoir_VINF retrouvé_VPP profil_NC génétique_ADJ ADN_NPP de_P Jun_NPP Lin_NPP et_CC #Magnotta_NPP appelé_VPP individu_NC 1_ADJ dans_P rapport_N avec_P son_DET travail_NC,Prévost explique avoir retrouvé profil génétique ADN Jun Lin appelé individu 1 travail,-,
Prévost a reçu 94 pièces à analyser à différents moments. #Magnotta,10/14/2014,Prévost_NPP a_V reçu_VPP 94_DET pièces_NC à_P analyser_VINF à_P différents_ADJ moments_NC #Magnotta_NPP,Prévost reçu pièces analyser différents moments,-,
"Rapport principal de Prévost fait 23 pages. On y explique notamment les pièces reçues, des descriptions, etc. #Magnotta",10/14/2014,Rapport_NC principal_ADJ de_P Prévost_NPP fait_V 23_DET pages_NC On_CLS y_CLO explique_V notamment_ADV les_DET pièces_NC reçues_VPP des_P descriptions_NC etc_ADV #Magnotta_NPP,Rapport principal Prévost fait pages explique pièces reçues descriptions,-,
"Rapport principal de Prévost déposé en mars 2013. Elle en fera trois autres, plus brefs, dont le dernier, en juin dernier. #Magnotta",10/14/2014,Rapport_NC principal_ADJ de_P Prévost_NPP déposé_VPP en_P mars_NC 2013_N Elle_CLS en_CLO fera_V trois_DET autres_ADJ plus_ADV brefs_ADJ dont_PROREL le_DET dernier_ADJ en_P juin_NC dernier_ADJ #Magnotta_NPP,Rapport principal Prévost déposé mars ferautres brefs dernier juin,-,
"Prévost explique comment elle a fait des prélèvements pour faire son travail, comment elle les a analysés, avec du luminol. #Magnotta",10/14/2014,Prévost_NPP explique_V comment_ADVWH elle_CLS a_V fait_VPP des_DET prélèvements_NC pour_P faire_VINF son_DET travail_NC comment_ADVWH elle_CLS les_CLO a_V analysés_VPP avec_P du_DET luminol_NC #Magnotta_NPP,Prévost explique fait prélèvements faire travail analysés luminol,-,
"Prévost dit avoir regardé vidéo seconde fois de son propre chef, lorsqu'elle a commencé à se pencher sur des pièces. #Magnotta",10/14/2014,Prévost_NPP dit_V avoir_VINF regardé_VPP vidéo_ADJ seconde_ADJ fois_N de_P son_DET propre_ADJ chef_NC lorsqu'elle_ADJ a_V commencé_VPP à_P se_CLR pencher_VINF sur_P des_DET pièces_NC #Magnotta_NPP,Prévost dit avoir regardé vidéo seconde propre chef lorsqu'elle commencé pencher pièces,-,
"Prévost explique qu'elle a vu un corps mutilé sur un lit, qqun avec un capuchon qui semblait s'acharner dessus. #Magnotta",10/14/2014,Prévost_NPP explique_V qu'elle_ADJ a_V vu_VPP un_DET corps_NC mutilé_VPP sur_P un_DET lit_NC qqun_ADJ avec_P un_DET capuchon_NC qui_PROREL semblait_V s_ET '_ET acharner_ET dessus_ADV #Magnotta_NPP,Prévost explique qu'elle vu corps mutilé lit qqun capuchon semblait,-,
"Le SPVM m'expliqué certains éléments de l'enquête, dit Prévost. On m'a proposé de voir vidéo et j'ai accepté. #Magnotta",10/14/2014,Le_DET SPVM_NPP m_NC '_ADJ expliqué_VPP certains_DET éléments_NC de_P l'enquête_NC dit_V Prévost_NPP On_CLS m_NC '_ADJ a_V proposé_VPP de_P voir_VINF vidéo_NC et_CC j'_CLS ai_V accepté_VPP #Magnotta_NPP,SPVexpliqué éléments l'enquête dit Prévost proposé voir vidéo ai accepté,-,
"Prévost explique avoir entrepris son travail à 4h22, le 30 mai 2012, dans l'appartement de #Magnotta. Y est restée 2h30 environ.",10/14/2014,Prévost_NPP explique_V avoir_VINF entrepris_VPP son_DET travail_NC à_P 4h22_N le_DET 30_ADJ mai_NC 2012_N dans_P l'appartement_N de_P #Magnotta_N Y_CLO est_V restée_VPP 2h30_NC environ_ADV,Prévost explique avoir entrepris travail 30 mai est restée 2h30,-,
"Sur ce, avocat de la Couronne, Louis Bouthillier, entreprend son interrogatoire de Jacynthe Prévost. #Magnotta",10/14/2014,Sur_P ce_DET avocat_NC de_P la_DET Couronne_NC Louis_NPP Bouthillier_NPP entreprend_V son_DET interrogatoire_NC de_P Jacynthe_NPP Prévost_NPP #Magnotta_NPP,avocat Couronne Louis Bouthillier entreprend interrogatoire Jacynthe Prévost,-,
"Finalement, après qq questions, Prévost est autorisée à témoigner comme experte en bio judiciaire et en ""taches et projections""#Magnotta",10/14/2014,Finalement_ADV après_P qq_DET questions_NC Prévost_NPP est_V autorisée_VPP à_P témoigner_VINF comme_P experte_NC en_P bio_ADJ judiciaire_ADJ et_CC en_P taches_NC et_CC projections_NC #Magnotta_NPP,questions Prévost est autorisée témoigner experte bio judiciaire taches projections,-,
"Fin du témoignage du policier Devola. Nouveau témoin: Jacynthe Prévost, biologiste judiciaire. #Magnotta",10/14/2014,Fin_NC du_P témoignage_NC du_P policier_NC Devola_NPP Nouveau_ADJ témoin_NC :_PUNC Jacynthe_NPP Prévost_NPP biologiste_V judiciaire_ADJ #Magnotta_NPP,Fin témoignage policier DevolNouveau témoin Jacynthe Prévost biologiste judiciaire,-,
Me Leclair s'attarde au fait que Devola a parlé d'une bouteille de jus de lime trouvée dans l'appart. C'était du jus de citron... #Magnotta,10/14/2014,Me_NC Leclair_ET s_ET '_ET attarde_V au_P fait_N que_CS Devola_NPP a_V parlé_VPP d'une_DET bouteille_NC de_P jus_NC de_P lime_NC trouvée_VPP dans_P l'appart_DET C'était_NC du_P jus_NC de_P citron_NC #Magnotta_NPP,Me attarde Devolparlé bouteille jus lime trouvée C'était citron,-,
Me Leclair revient sur la porte arrière non-verrouillée de l'appartement de #Magnotta. Possible d'y accéder par une sortie d'urgence.,10/14/2014,Me_NC Leclair_NPP revient_V sur_P la_DET porte_NC arrière_ADJ non-verrouillée_VPP de_P l'appartement_NC de_P #Magnotta_NPP Possible_ADJ d'_P y_CLO accéder_VINF par_P une_DET sortie_NC d'urgence_ADJ,Me Leclair revient porte arrière non-verrouillée l'appartement Possible accéder sortie d'urgence,-,
Devola répète qu'il a senti une odeur de cadavre en entrant dans appartement. A vu des traces de ce qu'il croyait être du sang. #Magnotta,10/14/2014,Devola_NPP répète_V qu'il_NPP a_V senti_VPP une_DET odeur_NC de_P cadavre_NC en_P entrant_VPR dans_P appartement_NC A_P vu_V des_P traces_NC de_P ce_DET qu'il_NC croyait_V être_VINF du_P sang_NC #Magnotta_NPP,Devolrépète qu'il senti odeur cadavre appartement vu traces croyait être sang,-,
"Sur ce, fin de l'interrogatoire en chef de Devola. Il est contre-interrogé par l'avocat de #Magnotta, Luc Leclair.",10/14/2014,Sur_P ce_DET fin_NC de_P l'interrogatoire_NC en_P chef_N de_P Devola_N Il_CLS est_V contre-interrogé_VPP par_P l'avocat_NC de_P #Magnotta_NPP Luc_NPP Leclair_NPP,fin l'interrogatoire est contre-interrogé l'avocat Luc Leclair,-,
"Tout était fermé dans appartement, décrit Devola. Cependant, la porte arrière n'était pas verrouillée. #Magnotta",10/14/2014,Tout_ADJ était_V fermé_VPP dans_P appartement_NC décrit_V Devola_NPP Cependant_ADV la_DET porte_NC arrière_ADJ n'était_V pas_ADV verrouillée_VPP #Magnotta_NPP,Tout était fermé appartement décrit Devolporte arrière n'était verrouillée,-,
Policier Devola explique être entré dans appartement de #Magnotta le 29 mai 2012. Décrit ce qu'il a senti et vu.,10/14/2014,Policier_NPP Devola_NPP explique_V être_VINF entré_VPP dans_P appartement_NC de_P #Magnotta_NPP le_DET 29_ADJ mai_NC 2012_N Décrit_V ce_DET qu'il_NC a_V senti_VPP et_CC vu_VPP,Policier Devolexplique être entré appartement 29 mai Décrit qu'il senti vu,-,
Procès #Magnotta reprend avec témoignage d'un policier du SPVM: Peter Devola (?). Il a été appelé sur scène de crime le 29 mai 2012.,10/14/2014,Procès_NPP #Magnotta_NPP reprend_V avec_P témoignage_NC d'un_ADJ policier_NC du_P SPVM_NPP :_PUNC Peter_NPP Devola_NPP ?_PUNC Il_CLS a_V été_VPP appelé_VPP sur_P scène_NC de_P crime_NC le_DET 29_ADJ mai_NC 2012_N,Procès reprend témoignage d'un policier SPVPeter Devolété appelé scène crime 29 mai,-,
"Procès #Magnotta reprend. Avec un débat hors jury, évidemment.",10/14/2014,Procès_NPP #Magnotta_NPP reprend_V Avec_P un_DET débat_NC hors_P jury_NC évidemment_ADV,Procès reprend débat jury,-,
Me Leclair a complété son contre-interrogatoire du pathologiste Yann Dazé. Le jury quitte la salle d'audience. #Magnotta,10/10/2014,Me_NC Leclair_NPP a_V complété_VPP son_DET contre-interrogatoire_NC du_P pathologiste_NC Yann_NPP Dazé_NPP Le_DET jury_NC quitte_ADJ la_DET salle_NC d'audience_V #Magnotta_NPP,Me Leclair complété contre-interrogatoire pathologiste Yann Dazé jury quitte salle d'audience,-,
Pause de la matinée. #Magnotta,10/10/2014,Pause_N de_P la_DET matinée_NC #Magnotta_NPP,matinée,-,
Me Leclair suggère qu'un seul coup de marteau a pu suffire pour blessures constatées. Dazé pas d'accord. #Magnotta,10/10/2014,Me_NC Leclair_NPP suggère_V qu'un_DET seul_ADJ coup_N de_P marteau_N a_V pu_VPP suffire_VINF pour_P blessures_NC constatées_VPP Dazé_NPP pas_ADV d'accord_V #Magnotta_NPP,Me Leclair suggère seul pu suffire blessures constatées Dazé d'accord,-,
"Leclair suggère que ce que Dazé a dit hier sur marteau est inexact, i.e. qu'il a fallu plusieurs coups pour infliger blessures #Magnotta",10/10/2014,Leclair_NPP suggère_V que_CS ce_PRO que_PROREL Dazé_NPP a_V dit_VPP hier_ADV sur_P marteau_NC est_V inexact_ADJ ie_NC qu'il_NPP a_V fallu_VPP plusieurs_DET coups_NC pour_P infliger_VINF blessures_NC #Magnotta_NPP,Leclair suggère Dazé dit marteau est inexact ie qu'il fallu coups infliger blessures,-,
"Correction: théoriquement, une scie oscillante pourrait être utilisée pour couper os, mais pas des tissus mous, selon Dazé. #Magnotta",10/10/2014,Correction_NC :_PUNC théoriquement_ADV une_DET scie_NC oscillante_ADJ pourrait_V être_VINF utilisée_VPP pour_P couper_VINF os_NC mais_CC pas_ADV des_DET tissus_NC mous_ADJ selon_P Dazé_NPP #Magnotta_NPP,Correction scie oscillante pourrait être utilisée couper os tissus mous Dazé,-,
"Dazé réticent à utiliser la scie en cour, question de ne pas la contaminer. Me Leclair la fait fonctionner. #Magnotta",10/10/2014,Dazé_VPP réticent_ADJ à_P utiliser_VINF la_DET scie_NC en_P cour_N question_N de_P ne_ADV pas_ADV la_DET contaminer_NC Me_NC Leclair_NPP la_DET fait_NC fonctionner_VINF #Magnotta_NPP,Dazé réticent utiliser scie contaminer Me Leclair fait fonctionner,-,
"Me Leclair veut voir photos de la 4e vertèbre cervicale. On n'y voit pas la ligne de démembrement. Mais elle existe, assure Dazé. #Magnotta",10/10/2014,Me_NC Leclair_NPP veut_V voir_VINF photos_NC de_P la_DET 4e_NC vertèbre_ADJ cervicale_ADJ On_CLS n_N '_ADJ y_CLO voit_V pas_ADV la_DET ligne_NC de_P démembrement_NC Mais_CC elle_CLS existe_V assure_V Dazé_NPP #Magnotta_NPP,Me Leclair veut voir photos 4e vertèbre cervicale voit ligne démembrement existe assure Dazé,-,
Me Leclair suggère que Dazé est incompétent. Témoin en désaccord évidemment. Il garde cependant son calme. #Magnotta,10/10/2014,Me_NC Leclair_NPP suggère_V que_CS Dazé_NPP est_V incompétent_ADJ Témoin_NC en_P désaccord_NC évidemment_ADV Il_CLS garde_V cependant_ADV son_DET calme_NC #Magnotta_NPP,Me Leclair suggère Dazé est incompétent Témoin désaccord garde calme,-,
"""Je ne suis pas ici pour commenter une vidéo, je suis ici pour commenter une autopsie"", dit Dazé. #Magnotta",10/10/2014,Je_CLS ne_ADV suis_V pas_ADV ici_ADV pour_P commenter_VINF une_DET vidéo_NC je_CLS suis_V ici_ADV pour_P commenter_VINF une_DET autopsie_NC dit_V Dazé_NPP #Magnotta_NPP,suis commenter vidéo autopsie dit Dazé,-,
